#mpa_vOct22_CHOCOPhlAnSGB_202403
#/data/choudhurya/miniconda/envs/mpa/bin/metaphlan demultiplexed/trimmed-paired/50-MDCOL027-1a_S22_L002_R1_001.fastq.gz,demultiplexed/trimmed-paired/50-MDCOL027-1a_S22_L002_R2_001.fastq.gz --bowtie2db /data/choudhurya/BowtieDB_new --bowtie2out MetaphlanAnalysis/BowTieOutput/trimmed-paired/50-MDCOL027-1a.bowtie2.bz2 --input_type fastq --nproc 28 -o MetaphlanAnalysis/Output/trimmed-paired/50-MDCOL027-1a.output.txt
#11075938 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	97.28116	
k__Archaea	2157	2.71884	
k__Bacteria|p__Firmicutes	2|1239	76.78416	
k__Bacteria|p__Bacteroidetes	2|976	10.68349	
k__Bacteria|p__Actinobacteria	2|201174	3.80587	
k__Archaea|p__Euryarchaeota	2157|28890	2.71884	
k__Bacteria|p__Proteobacteria	2|1224	1.96658	
k__Bacteria|p__Verrucomicrobia	2|74201	1.92595	
k__Bacteria|p__Tenericutes	2|544448	1.51539	
k__Bacteria|p__Bacteria_unclassified	2|	0.48816	
k__Bacteria|p__Synergistetes	2|508458	0.11156	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	59.27757	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	10.28262	
k__Bacteria|p__Firmicutes|c__CFGB14936	2|1239|	3.03162	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	2.8982	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	2.80091	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	2.71884	
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	1.73678	
k__Bacteria|p__Firmicutes|c__CFGB3005	2|1239|	1.58238	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	1.51943	
k__Bacteria|p__Tenericutes|c__CFGB1787	2|544448|	1.51539	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.23444	
k__Bacteria|p__Firmicutes|c__CFGB2984	2|1239|	1.05035	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.00496	
